id,revenue
3001,34555005.03666667
3002,16832520.75
3003,16832520.75
3004,15154648.273333333
3005,16268912.06
3006,16832520.75
3007,16832520.75
3008,16276898.73
3009,18876185.483333334
3010,33393286.636666667
3011,16832520.75
3012,16105481.03
3013,33060467.98666667
3014,16276898.73
3015,15564119.34
3016,16276898.73
3017,34431587.11333334
3018,17230208.713333335
3019,16832520.75
3020,20507498.216666665
3021,16833053.016666666
3022,22844070.313333333
3023,16832520.75
3024,16832520.75
3025,16832520.75
3026,16105620.3
3027,16832520.75
3028,17579465.326666668
3029,34555005.03666667
3030,16882299.463333335
3031,16140482.22
3032,16832520.75
3033,16832520.75
3034,16832520.75
3035,20422416.143333334
3036,15252050.776666667
3037,32793191.356666666
3038,20589627.726666667
3039,16832520.75
3040,16832520.75
3041,18876185.483333334
3042,16503563.556666667
3043,34555005.03666667
3044,16832520.75
3045,31008840.053333335
3046,16832520.75
3047,12499152.283333333
3048,16276898.73
3049,33028405.53
3050,34062478.54666667
3051,16832520.75
3052,16832520.75
3053,15564119.34
3054,16832520.75
3055,19737498.026666667
3056,16832520.75
3057,13047972.003333334
3058,14508931.553333333
3059,16832520.75
3060,17061040.93
3061,33182147.51333333
3062,20277314.216666665
3063,14698788.14
3064,14804432.553333333
3065,15489611.006666666
3066,16582120.25
3067,18876185.483333334
3068,33027354.266666666
3069,16071175.946666667
3070,16832520.75
3071,16569676.426666666
3072,22551558.576666668
3073,16832520.75
3074,16832520.75
3075,18888512.97
3076,33709472.35333333
3077,16902765.993333332
3078,31923675.086666666
3079,19737506.313333333
3080,32820687.6
3081,17714017.336666666
3082,16276898.73
3083,19399786.74
3084,16832520.75
3085,34555005.03666667
3086,18876185.483333334
3087,16276898.73
3088,16276898.73
3089,15037251.513333334
3090,16276898.73
3091,16264643.563333333
3092,16276898.73
3093,21669571.016666666
3094,16799495.676666666
3095,18586594.326666668
3096,19737498.026666667
3097,50429514.10666667
3098,33028405.53
3099,13220699.28
3100,16833053.016666666
3101,16832006.75
3102,16832520.75
3103,16832520.75
3104,16832520.75
3105,16070232.063333333
3106,19403836.533333335
3107,15171363.746666666
3108,16105481.03
3109,16832520.75
3110,17868365.53
3111,16832520.75
3112,16105481.03
3113,15097161.746666666
3114,18558811.696666665
3115,16601661.36
3116,19264264.993333332
3117,16276898.73
3118,16276898.73
3119,22330319.03
3120,20022400.606666666
3121,33028405.53
3122,16105481.03
3123,21550230.946666665
3124,16276898.73
3125,16832520.75
3126,16832520.75
3127,19737498.026666667
3128,17863578.83
3129,31200318.466666665
3130,16832520.75
3131,16276898.73
3132,16276898.73
3133,16832520.75
3134,16831284.95
3135,33028405.53
3136,16832520.75
3137,16070232.063333333
3138,16832520.75
3139,16831469.48666667
3140,34175208.336666666
3141,16264643.563333333
3142,16832520.75
3143,17760580.67
3144,16832520.75
3145,13942094.333333334
3146,15564119.34
3147,16832529.036666665
3148,16831284.95
3149,31480467.033333335
3150,32821738.863333333
3151,16832520.75
3152,14743517.346666666
3153,16832402.42
3154,16832520.75
3155,18400802.506666668
3156,34555005.03666667
3157,15453804.573333334
3158,33015463.746666666
3159,16832520.75
3160,19737498.026666667
3161,16832520.75
3162,16867127.233333334
3163,42958853.346666664
3164,16832520.75
3165,16276898.73
3166,16832520.75
3167,14994876.956666667
3168,16832520.75
3169,20276632.213333335
3170,14539556.843333334
3171,16191341.486666666
3172,16105481.03
3173,16832520.75
3174,16832520.75
3175,33028405.53
3176,34555005.03666667
3177,34806532.01
3178,15865671.166666666
3179,16503563.556666667
3180,16832520.75
3181,19737498.026666667
3182,26104840.913333334
3183,33028405.53
3184,33028405.53
3185,16070232.063333333
3186,31841738.543333333
3187,16276898.73
3188,16276898.73
3189,16415701.33
3190,33533986.886666667
3191,18719861.766666666
3192,33117218.003333334
3193,30625659.536666665
3194,12922791.866666667
3195,16832520.75
3196,16276898.73
3197,20652014.19333333
3198,32955342.03
3199,33658589.22
3200,16832520.75
3201,33150162.58
3202,16832520.75
3203,16276898.73
3204,16832520.75
3205,13220699.28
3206,14348578.49
3207,15650853.79
3208,16882299.463333335
3209,16276898.73
3210,30515128.366666667
3211,16832520.75
3212,21562526.753333334
3213,21434203.606666666
3214,16832520.75
3215,16832520.75
3216,18876185.483333334
3217,34136011.01
3218,30751889.533333335
3219,16832520.75
3220,15649197.25
3221,15701150.75
3222,16832520.75
3223,13220699.28
3224,16276898.73
3225,16832520.75
3226,18401184.38
3227,17786131.993333332
3228,31561302.67
3229,16091050.233333332
3230,32740877.093333334
3231,19737498.026666667
3232,19959323.87
3233,16832520.75
3234,15857923.966666667
3235,17959478.166666668
3236,16832520.75
3237,14651280.28
3238,19737498.026666667
3239,16276898.73
3240,35593527.63666666
3241,16832520.75
3242,16832520.75
3243,16832520.75
3244,16832520.75
3245,18719861.766666666
3246,16832520.75
3247,16881536.133333333
3248,11322697.71
3249,16832520.75
3250,20336305.586666666
3251,16832520.75
3252,18873628.623333335
3253,31839949.28
3254,16832520.75
3255,16105481.03
3256,16297716.9
3257,15869869.613333333
3258,13289033.673333334
3259,16832529.036666665
3260,11079515.31
3261,32048068.046666667
3262,32594948.793333333
3263,33028405.53
3264,16832520.75
3265,16276898.73
3266,16276898.73
3267,19156637.423333332
3268,16276898.73
3269,31726683.32
3270,18727708.406666666
3271,16832520.75
3272,16832520.75
3273,16503143.423333334
3274,32373805.436666667
3275,31460146.106666666
3276,16832520.75
3277,16832520.75
3278,16070014.283333333
3279,16932752.13
3280,12962242.36
3281,16105481.03
3282,16832520.75
3283,20867123.726666667
3284,15064674.903333334
3285,14483142.843333334
3286,16832520.75
3287,18876185.483333334
3288,16105481.03
3289,16298102.133333333
3290,17944310.13
3291,17066151.22
3292,31627629.703333333
3293,16832520.75
3294,16832520.75
3295,15846394.846666666
3296,16832520.75
3297,18953802.356666666
3298,16625860.85
3299,16105481.03
3300,16832520.75
3301,16832520.75
3302,14346293.966666667
3303,14542741.15
3304,16503143.423333334
3305,33217616.03
3306,16832520.75
3307,16833053.016666666
3308,16832520.75
3309,16832520.75
3310,16276898.73
3311,34555005.03666667
3312,33080207.276666667
3313,16832006.75
3314,16832520.75
3315,16102304.04
3316,16276898.73
3317,14040922.08
3318,16832520.75
3319,16832520.75
3320,16832520.75
3321,16832520.75
3322,33028405.53
3323,14494203.536666667
3324,16276898.73
3325,14579086.35
3326,32635865.55
3327,30917288.433333334
3328,33028405.53
3329,16276898.73
3330,15512308.966666667
3331,16832520.75
3332,12692529.823333334
3333,34348463.97666667
3334,33028405.53
3335,19247843.336666666
3336,16481887.66
3337,16832520.75
3338,16832520.75
3339,16832520.75
3340,14143056.123333333
3341,13254741.993333334
3342,33150162.58
3343,16298308.16
3344,16832520.75
3345,33028405.53
3346,18876185.483333334
3347,16276898.73
3348,19247843.336666666
3349,16237734.986666666
3350,31155402.743333332
3351,16140585.55
3352,16276898.73
3353,18876185.483333334
3354,16188267.95
3355,16832520.75
3356,16832520.75
3357,16832520.75
3358,16832520.75
3359,16276898.73
3360,16832520.75
3361,17191170.336666666
3362,16503143.423333334
3363,17586073.526666667
3364,16500577.023333333
3365,16276898.73
3366,15277647.69
3367,12783612.313333333
3368,16832520.75
3369,16932752.13
3370,36068987.18333333
3371,16832529.036666665
3372,21583419.376666665
3373,17499787.07
3374,13221231.546666667
3375,16296181.96
3376,18876185.483333334
3377,33028405.53
3378,16276898.73
3379,16788803.01
