id,revenue
3001,38988461.986666664
3002,21586870.86
3003,25070981.69
3004,22100725.416666668
3005,22449537.953333333
3006,23516310.273333333
3007,24730030.423333332
3008,21623332.086666666
3009,24837793.35333333
3010,35349742.903333336
3011,24079458.8
3012,21591035.31
3013,33284146.913333334
3014,23693070.4
3015,24398181.86
3016,21665365.11
3017,36538506.013333336
3018,21016567.1
3019,24743834.80666667
3020,28330733.266666666
3021,24534263.653333332
3022,29798281.766666666
3023,24743834.80666667
3024,22624649.063333333
3025,22890592.51
3026,22605609.256666668
3027,24738557.84
3028,24369394.88
3029,36944408.29333334
3030,23051944.793333333
3031,23925760.346666668
3032,21593330.426666666
3033,22585597.356666666
3034,24268042.913333334
3035,25815227.893333334
3036,22228745.313333333
3037,44493904.836666666
3038,27539121.036666665
3039,23695397.54
3040,22793487.573333334
3041,24810608.69333333
3042,23016616.983333334
3043,37557979.056666665
3044,23900134.32
3045,32844487.416666668
3046,23285866.80666667
3047,18529101.123333335
3048,24163594.03
3049,35258377.82
3050,35458683.72333334
3051,23017544.64666667
3052,23900134.32
3053,24052731.03
3054,21901357.133333333
3055,24143449.876666665
3056,21793634.71
3057,19010883.936666667
3058,18240641.29
3059,21593330.426666666
3060,20668699.873333335
3061,37880034.72333334
3062,27476186.14
3063,19941989.16
3064,20049316.776666667
3065,23385893.713333335
3066,24249743.096666668
3067,22528447.52
3068,36149812.74
3069,23711424.836666666
3070,23900134.32
3071,20967112.696666665
3072,26894033.5
3073,23900134.32
3074,21969542.68
3075,24825137.733333334
3076,45624992.13333333
3077,22406145.223333333
3078,35276757.82333333
3079,25037165.883333333
3080,35447041.34
3081,21694307.55
3082,26014559.73
3083,24306375.286666665
3084,20576364.24
3085,39331718.89666667
3086,22912800.006666668
3087,21665365.11
3088,24055933.9
3089,21423871.003333334
3090,26389286.456666667
3091,22734325.36
3092,23576654.996666666
3093,29333034.37
3094,23650888.48
3095,24177784.316666666
3096,28128318.856666666
3097,53512431.82666667
3098,33245906.436666667
3099,19179064.863333333
3100,22496852.803333335
3101,22722465.496666666
3102,22166532.706666667
3103,22730221.223333333
3104,28521142.876666665
3105,22112810.22
3106,23954063.26
3107,21421406.593333334
3108,24428339.6
3109,24910849.916666668
3110,23439031.123333335
3111,22414802.206666667
3112,22037503.553333335
3113,23273520.576666668
3114,21605873.046666667
3115,20646063.933333334
3116,25178555.15
3117,23576654.996666666
3118,23067155.28
3119,27477386.596666668
3120,24204784.323333334
3121,31054113.1
3122,24872948.446666665
3123,26470063.466666665
3124,24055933.9
3125,26134805.2
3126,24306057.606666666
3127,26131929.49
3128,22579255.97
3129,36823922.46333333
3130,24730030.423333332
3131,21961961.59
3132,24025398.81
3133,23069395.64
3134,22439104.936666667
3135,30376010.283333335
3136,22634442.076666668
3137,20580809.983333334
3138,22730221.223333333
3139,21584908.83
3140,37999445.94
3141,22981002.15
3142,21593330.426666666
3143,24819532.333333332
3144,23522266.37
3145,19714570.676666666
3146,24917290.593333334
3147,26467935.606666666
3148,23513911.123333335
3149,36076482.086666666
3150,33500552.133333333
3151,21793634.71
3152,21554586.546666667
3153,24722545.066666666
3154,23522266.37
3155,24234626.586666666
3156,29775386.076666668
3157,23102249.58
3158,33962275.376666665
3159,20568468.28
3160,25964550.656666666
3161,21593330.426666666
3162,21244881.963333335
3163,40644789.33
3164,23946879.59
3165,23785995.07
3166,27129140.85333333
3167,19556840.816666666
3168,22730221.223333333
3169,25867874.246666666
3170,23283856.38
3171,19566554.94333333
3172,22057164.176666666
3173,22730221.223333333
3174,22429994.566666666
3175,28297826.563333333
